rep,setting,assumption,method,lag,source_t,tau_rmse,tau_bias,mean_tau_hat,mean_tau_true,mean_abs_tau_hat,mean_abs_tau_true,tau_hat_sd,tau_true_sd,sign_alignment,cosine_alignment
24,power,static,RV,,5,0.5017736929150586,0.381180908840876,-0.018819091159123932,-0.4,0.3167416621623315,0.4,0.32337080697299403,0.023093963471002548,0.528,0.052700797296263445
25,power,static,RV,,1,0.522133973459283,0.39341431901377677,-0.0065856809862232255,-0.4,0.3250112321547275,0.4,0.3398297206507291,0.023093963471002548,0.478,0.012619176076536077
25,power,static,RV,,2,0.5309720984404126,0.39917239986136177,-0.0008276001386382763,-0.4,0.254191211591237,0.4,0.3473006090795406,0.023093963471002548,0.34,-0.002801398121195264
25,power,static,RV,,3,0.5578720858126729,0.3923801600544598,-0.007619839945540198,-0.4,0.38872397130544356,0.4,0.3939130925375894,0.023093963471002548,0.51,0.01437265715466821
25,power,static,RV,,4,0.5141674701827912,0.3882967444972125,-0.011703255502787514,-0.4,0.251129149493328,0.4,0.33345130510468407,0.023093963471002548,0.34,0.028020677227207753
25,power,static,RV,,5,0.5340398625773914,0.3986958197074019,-0.001304180292598085,-0.4,0.3418931049947952,0.4,0.35205589257642367,0.023093963471002548,0.506,-0.0025528227521001675
26,power,static,RV,,1,0.40322166138166676,0.3889170168831747,-0.011082983116825252,-0.4,0.050964053173050625,0.4,0.10073953022751257,0.023093963471002548,0.158,0.1011773829334495
26,power,static,RV,,2,0.4957566647060968,0.4101275504992615,0.010127550499261487,-0.4,0.1578130849694371,0.4,0.27585767597649047,0.023093963471002548,0.214,-0.04087346247109571
26,power,static,RV,,3,0.527168542094811,0.3544752621063949,-0.04552473789360511,-0.4,0.38369110571182097,0.4,0.38628719165011366,0.023093963471002548,0.562,0.10881749431980597
26,power,static,RV,,4,0.47515423807236506,0.3653902630691857,-0.03460973693081432,-0.4,0.24954303324129878,0.4,0.30237079461563615,0.023093963471002548,0.426,0.11229925165523068
26,power,static,RV,,5,0.5969844326190463,0.355999393162613,-0.04400060683738707,-0.4,0.4744147219748569,0.4,0.47621867301734233,0.023093963471002548,0.554,0.08575211914823425
27,power,static,RV,,1,0.5375225186120913,0.3678749579268065,-0.03212504207319348,-0.4,0.3862348073738346,0.4,0.3903658336377345,0.023093963471002548,0.546,0.07971568184632236
27,power,static,RV,,2,0.4882387548699242,0.39457814511642186,-0.005421854883578117,-0.4,0.21368889143703204,0.4,0.28485952779885493,0.023093963471002548,0.314,0.01458814301202492
27,power,static,RV,,3,0.5528014619921531,0.3665153893918214,-0.03348461060817863,-0.4,0.4053299943184067,0.4,0.4121313024593018,0.023093963471002548,0.548,0.07821911773772142
27,power,static,RV,,4,0.5390865905097948,0.3742006314471896,-0.025799368552810443,-0.4,0.30404629995908794,0.4,0.3875458192192254,0.023093963471002548,0.342,0.06675339397986639
27,power,static,RV,,5,0.5080729523638511,0.38765177371875403,-0.012348226281245978,-0.4,0.3033158707242271,0.4,0.3272175785418698,0.023093963471002548,0.514,0.03665835478020454
28,power,static,RV,,1,0.47004176238818995,0.39985835599439373,-0.00014164400560630596,-0.4,0.2100504072905994,0.4,0.24581866039665967,0.023093963471002548,0.42,0.00010613444266156582
28,power,static,RV,,2,0.6635769768962166,0.4013888559421357,0.0013888559421356668,-0.4,0.5190615938382678,0.4,0.5278713276679663,0.023093963471002548,0.502,-0.0027210421209199363
28,power,static,RV,,3,0.5097521243802924,0.3975450253381275,-0.0024549746618724964,-0.4,0.30518256932338983,0.4,0.3176248905695241,0.023093963471002548,0.508,0.006198470722231586
28,power,static,RV,,4,0.4481456599491489,0.3966343257789457,-0.0033656742210543466,-0.4,0.14065822833000946,0.4,0.20705307775751264,0.023093963471002548,0.254,0.015554416973549482
28,power,static,RV,,5,0.5845573791830567,0.3938573657466598,-0.0061426342533402265,-0.4,0.42253675415479497,0.4,0.43062130907227225,0.023093963471002548,0.51,0.012455441042935864
29,power,static,RV,,1,0.5631381123812705,0.3859235848455082,-0.014076415154491727,-0.4,0.4034311983723546,0.4,0.40890360025504896,0.023093963471002548,0.52,0.0329684634038768
29,power,static,RV,,2,0.5553497397839342,0.4042206900153549,0.00422069001535488,-0.4,0.3107089120124425,0.4,0.379214731162602,0.023093963471002548,0.416,-0.013354497599146172
29,power,static,RV,,3,0.5604210412656344,0.3892131329791385,-0.010786867020861521,-0.4,0.38931076292190636,0.4,0.4024628197358955,0.023093963471002548,0.514,0.02651480385241624
29,power,static,RV,,4,0.511082132368314,0.37169304523496144,-0.02830695476503851,-0.4,0.27890077481408837,0.4,0.3494591424430715,0.023093963471002548,0.366,0.07920041243950783
29,power,static,RV,,5,0.5265482149787591,0.3942841973412407,-0.005715802658759248,-0.4,0.31384199269742047,0.4,0.3471911461377112,0.023093963471002548,0.452,0.013853107471045555
30,power,static,RV,,1,0.5350877705681327,0.3887485456456694,-0.011251454354330597,-0.4,0.3604043290476401,0.4,0.3663071821129572,0.023093963471002548,0.52,0.02901860065972442
30,power,static,RV,,2,0.4730199381403659,0.3979564144733399,-0.002043585526660121,-0.4,0.19089001059078894,0.4,0.25295018677900327,0.023093963471002548,0.322,0.0038156299843236196
30,power,static,RV,,3,0.5660934228303947,0.38691140847599126,-0.013088591524008776,-0.4,0.3959061292715033,0.4,0.41255317362090144,0.023093963471002548,0.52,0.03157288655904151
30,power,static,RV,,4,0.4451032747499229,0.39817009355587435,-0.001829906444125661,-0.4,0.14537054665561658,0.4,0.19659529668998982,0.023093963471002548,0.304,0.006788316992187722
30,power,static,RV,,5,0.4786055893368549,0.39710219690779325,-0.0028978030922067297,-0.4,0.1995164837733011,0.4,0.2650509520998311,0.023093963471002548,0.386,0.008146760951383543
31,power,static,RV,,1,0.49188389026557083,0.3820335486280166,-0.017966451371983425,-0.4,0.28593016195365306,0.4,0.30747937528487773,0.023093963471002548,0.528,0.05449432501219536
31,power,static,RV,,2,0.6240158369162851,0.3500920625985067,-0.049907937401493296,-0.4,0.5046764708908823,0.4,0.5151642486012008,0.023093963471002548,0.552,0.0940868828011391
31,power,static,RV,,3,0.5227228338005183,0.3767019740841424,-0.023298025915857626,-0.4,0.3497605031526447,0.4,0.3611582189118779,0.023093963471002548,0.538,0.06300566677425819
31,power,static,RV,,4,0.5088127997416008,0.35655864691033723,-0.043441353089662786,-0.4,0.331506733624431,0.4,0.3609299084504746,0.023093963471002548,0.478,0.11602817218372756
31,power,static,RV,,5,0.576494575334901,0.34179425382233697,-0.05820574617766304,-0.4,0.4590604003700812,0.4,0.46325365824823717,0.023093963471002548,0.566,0.12342798203097315
32,power,static,RV,,1,0.5505728832725157,0.40910615339060485,0.009106153390604797,-0.4,0.35794923022762754,0.4,0.36602910320106485,0.023093963471002548,0.494,-0.02909643383969661
32,power,static,RV,,2,0.6091811861132549,0.3950217912841099,-0.004978208715890091,-0.4,0.44675569201937754,0.4,0.46081120353862,0.023093963471002548,0.506,0.00488339460715915
32,power,static,RV,,3,0.4867333732721522,0.4085391214466096,0.008539121446609598,-0.4,0.21320054765290372,0.4,0.2613466848922406,0.023093963471002548,0.398,-0.038184323831219384
32,power,static,RV,,4,0.5409254428940561,0.38046290577314534,-0.019537094226854707,-0.4,0.3425731433225351,0.4,0.38312891088482237,0.023093963471002548,0.442,0.0491276678851197
32,power,static,RV,,5,0.5187837886736252,0.40289060854798436,0.0028906085479843027,-0.4,0.3190421167744703,0.4,0.3244114323740334,0.023093963471002548,0.494,-0.012894310358101733
33,power,static,RV,,1,0.5671909956344485,0.34300945838693,-0.05699054161307009,-0.4,0.4505420527677089,0.4,0.44940315762795513,0.023093963471002548,0.562,0.12131728391375418
33,power,static,RV,,2,0.6456996911977155,0.339518804841412,-0.06048119515858802,-0.4,0.5405005133118014,0.4,0.5474061042831321,0.023093963471002548,0.558,0.10630901239295
33,power,static,RV,,3,0.6101049733919103,0.3566808277879602,-0.043319172212039875,-0.4,0.48797931995805854,0.4,0.49277458872644186,0.023093963471002548,0.55,0.0832711433385619
33,power,static,RV,,4,0.4951217804689475,0.39161695315186806,-0.008383046848131962,-0.4,0.19555963026604586,0.4,0.2999777062432735,0.023093963471002548,0.252,0.022641184075764095
33,power,static,RV,,5,0.595826300260425,0.3732963463944509,-0.026703653605549153,-0.4,0.4497483673691392,0.4,0.4627238738794316,0.023093963471002548,0.538,0.0547930412369705
34,power,static,RV,,1,0.5216942168786157,0.3602719170756962,-0.03972808292430381,-0.4,0.36306136617233914,0.4,0.37550351646594027,0.023093963471002548,0.564,0.10228513013509642
34,power,static,RV,,2,0.5476076592661812,0.3652186562403865,-0.0347813437596135,-0.4,0.35171960506797034,0.4,0.4073602725670598,0.023093963471002548,0.476,0.08488930465078488
34,power,static,RV,,3,0.5745159444939694,0.35103892614248405,-0.048961073857515996,-0.4,0.4536189407111046,0.4,0.4531029111113389,0.023093963471002548,0.554,0.10450230021020682
34,power,static,RV,,4,0.4243191342530811,0.37522797520995693,-0.02477202479004307,-0.4,0.13130752378055854,0.4,0.19449363267244338,0.023093963471002548,0.306,0.12047392510204037
34,power,static,RV,,5,0.5217556286975512,0.3589983489816077,-0.041001651018392295,-0.4,0.3705044755701184,0.4,0.376317446573104,0.023093963471002548,0.556,0.10417471853565033
35,power,static,RV,,1,0.5561040808540001,0.3738903993456567,-0.02610960065434331,-0.4,0.4083567052748418,0.4,0.41001471998129907,0.023093963471002548,0.538,0.06097792020795981
35,power,static,RV,,2,0.6700342338852582,0.37910945259945594,-0.02089054740054405,-0.4,0.537433804636522,0.4,0.5510468267842619,0.023093963471002548,0.524,0.035476069031060715
35,power,static,RV,,3,0.575920663547941,0.3945591381618449,-0.005440861838155184,-0.4,0.40992281173858075,0.4,0.4173763064473253,0.023093963471002548,0.514,0.009212072346455229
35,power,static,RV,,4,0.42342027242886815,0.39976438896430283,-0.00023561103569714347,-0.4,0.07971156359203221,0.4,0.13550180622322733,0.023093963471002548,0.21,-0.003597285878086423
35,power,static,RV,,5,0.5445573717214004,0.3880370088227356,-0.01196299117726437,-0.4,0.3610136630586063,0.4,0.3802400393191128,0.023093963471002548,0.528,0.028591828986136852
36,power,static,RV,,1,0.5297683305096358,0.3825330414092186,-0.017466958590781404,-0.4,0.3550028119494702,0.4,0.3642981737759768,0.023093963471002548,0.516,0.04412897920917429
36,power,static,RV,,2,0.45868217902405745,0.4155469289536133,0.015546928953613303,-0.4,0.09806225894674973,0.4,0.19004927987197748,0.023093963471002548,0.134,-0.08832105138754621
36,power,static,RV,,3,0.6349945226519578,0.37467173834393547,-0.025328261656064534,-0.4,0.49873729043202103,0.4,0.512180225909522,0.023093963471002548,0.52,0.04936482599372807
36,power,static,RV,,4,0.5422883834997596,0.3944175694078884,-0.00558243059211159,-0.4,0.29377816984731897,0.4,0.3699470135924154,0.023093963471002548,0.428,0.011294350757198705
36,power,static,RV,,5,0.5740711983726556,0.39261820548494875,-0.007381794515051236,-0.4,0.3894250339669428,0.4,0.4178650344188028,0.023093963471002548,0.516,0.016844586657609083
37,power,static,RV,,1,0.5911307387950242,0.401870033366298,0.00187003336629797,-0.4,0.4266596425436494,0.4,0.433009668883564,0.023093963471002548,0.502,-0.004038610835820004
37,power,static,RV,,2,0.5686515245620212,0.3963642731320065,-0.003635726867993505,-0.4,0.3628239330231033,0.4,0.4063799900221866,0.023093963471002548,0.43,0.007144570755583946
37,power,static,RV,,3,0.5434260035365432,0.37596660823953126,-0.024033391760468772,-0.4,0.36447223701495846,0.4,0.392221861995499,0.023093963471002548,0.526,0.062361884695651626
37,power,static,RV,,4,0.506758181291225,0.3962435416924415,-0.003756458307558528,-0.4,0.22265576545299268,0.4,0.3156389503098322,0.023093963471002548,0.26,0.013328881126256489
37,power,static,RV,,5,0.4812670570781703,0.3905521856025,-0.00944781439750004,-0.4,0.2738537961634285,0.4,0.27971889702871194,0.023093963471002548,0.514,0.03231414371168803
38,power,static,RV,,1,0.5756183089952371,0.35141229146597175,-0.048587708534028315,-0.4,0.4541821273484548,0.4,0.4554903892865521,0.023093963471002548,0.552,0.10632622621402905
38,power,static,RV,,2,0.5673084663164786,0.3602175126493417,-0.0397824873506583,-0.4,0.3720658044936932,0.4,0.43733642701602454,0.023093963471002548,0.426,0.08962871889047648
38,power,static,RV,,3,0.5531800661744066,0.342451021169961,-0.05754897883003905,-0.4,0.4193190661887335,0.4,0.43429256391808885,0.023093963471002548,0.568,0.13230716208747806
38,power,static,RV,,4,0.5972237265766908,0.3606431296891603,-0.03935687031083974,-0.4,0.459554696101936,0.4,0.47633316177166535,0.023093963471002548,0.546,0.08433223008344122
38,power,static,RV,,5,0.5544646401759561,0.35020134879592824,-0.049798651204071766,-0.4,0.42582209597246423,0.4,0.42937296746725795,0.023093963471002548,0.556,0.11531762095298184
39,power,static,RV,,1,0.5433699755206607,0.40090755856647253,0.0009075585664725044,-0.4,0.35429553600774283,0.4,0.3649079149161495,0.023093963471002548,0.49,-0.005331456284850332
39,power,static,RV,,2,0.4471538914093413,0.40472369212618386,0.004723692126183896,-0.4,0.08395968804040797,0.4,0.18762832440141666,0.023093963471002548,0.11,-0.02783618862776696
39,power,static,RV,,3,0.5351165321990308,0.39450405302928515,-0.005495946970714878,-0.4,0.3465111957881529,0.4,0.35919016330292486,0.023093963471002548,0.51,0.011225450651184625
39,power,static,RV,,4,0.6626374395995694,0.4065291670839447,0.0065291670839446895,-0.4,0.5123146770731307,0.4,0.5215083445685709,0.023093963471002548,0.488,-0.015651894241419627
39,power,static,RV,,5,0.4930974627993785,0.4110314765989541,0.011031476598954097,-0.4,0.2146078461272713,0.4,0.2706218427557638,0.023093963471002548,0.45,-0.04263722116077244
40,power,static,RV,,1,0.5187503334183587,0.39131834538506477,-0.008681654614935207,-0.4,0.3274287784435311,0.4,0.33975315126768546,0.023093963471002548,0.516,0.025478796082535178
40,power,static,RV,,2,0.6031311368287381,0.38710587136599667,-0.012894128634003353,-0.4,0.4515441434955416,0.4,0.46349048810532795,0.023093963471002548,0.51,0.03163972961165037
40,power,static,RV,,3,0.5341524353094997,0.38510013667187276,-0.014899863328127266,-0.4,0.3608351550987841,0.4,0.369672812812314,0.023093963471002548,0.52,0.04079485345558678
40,power,static,RV,,4,0.4374289799799,0.39593024974240415,-0.004069750257595914,-0.4,0.12089189009373112,0.4,0.18446043505064533,0.023093963471002548,0.286,0.021856153165791526
40,power,static,RV,,5,0.5259317045006539,0.384357206325387,-0.01564279367461307,-0.4,0.354103024035295,0.4,0.35887145651429175,0.023093963471002548,0.518,0.04503271860346695
41,power,static,RV,,1,0.547104628916339,0.38111659317560964,-0.018883406824390367,-0.4,0.3855513587678555,0.4,0.39196820480952355,0.023093963471002548,0.526,0.04835420314816727
41,power,static,RV,,2,0.5286113155303167,0.3995429252142001,-0.0004570747857999704,-0.4,0.31172466357938833,0.4,0.34436778944602386,0.023093963471002548,0.432,-0.0011132626089030947
41,power,static,RV,,3,0.5518890101347567,0.36718112733403674,-0.03281887266596331,-0.4,0.4031555337455864,0.4,0.4113887710713605,0.023093963471002548,0.538,0.07943495982386238
41,power,static,RV,,4,0.44992046750549197,0.39201520211078655,-0.007984797889213453,-0.4,0.2052389958575832,0.4,0.21877944360272614,0.023093963471002548,0.478,0.03439004814036614
41,power,static,RV,,5,0.4977854558319012,0.3868258186844397,-0.013174181315560292,-0.4,0.279891376758746,0.4,0.31174724288778616,0.023093963471002548,0.458,0.04040566421188635
42,power,static,RV,,1,0.5544227399641315,0.34837125687142206,-0.05162874312857792,-0.4,0.41612476688704286,0.4,0.43131681355157425,0.023093963471002548,0.554,0.12022130209775608
42,power,static,RV,,2,0.6279927873627615,0.32297496033158074,-0.07702503966841931,-0.4,0.5018593252670167,0.4,0.5395855577999467,0.023093963471002548,0.532,0.14479875231735595
42,power,static,RV,,3,0.5005609773031193,0.3902309101337587,-0.009769089866241351,-0.4,0.2762142645011048,0.4,0.31297034319920836,0.023093963471002548,0.438,0.03195463916785347
42,power,static,RV,,4,0.4967804078859149,0.3829172639728796,-0.017082736027120408,-0.4,0.25923902515338715,0.4,0.3150573205101086,0.023093963471002548,0.408,0.0525853528915215
42,power,static,RV,,5,0.49511157093369945,0.39454182711344915,-0.005458172886550894,-0.4,0.2808322017234854,0.4,0.2981612568973644,0.023093963471002548,0.492,0.01811046626238022
43,power,static,RV,,1,0.6019908684272182,0.3809094900347522,-0.019090509965247797,-0.4,0.46268277728537927,0.4,0.46537089400003356,0.023093963471002548,0.522,0.04039018443204312
43,power,static,RV,,2,0.6230133931010325,0.372088576537738,-0.027911423462261952,-0.4,0.4823072711688825,0.4,0.5009504314993893,0.023093963471002548,0.512,0.05998757812989945
43,power,static,RV,,3,0.5831855859505577,0.38907808907697905,-0.010921910923020995,-0.4,0.42965745124956733,0.4,0.43384887989893933,0.023093963471002548,0.512,0.025223889422126253
43,power,static,RV,,4,0.6025837949866982,0.3724036296585651,-0.02759637034143498,-0.4,0.43610897738009463,0.4,0.47422759224077893,0.023093963471002548,0.506,0.060630663003926104
43,power,static,RV,,5,0.5895469402399839,0.37307193268223343,-0.026928067317766605,-0.4,0.4490142202756591,0.4,0.45726191880415745,0.023093963471002548,0.524,0.06206538761265645
44,power,static,RV,,1,0.4977758543050863,0.3886345203731248,-0.011365479626875195,-0.4,0.2964762952102709,0.4,0.3108216018573383,0.023093963471002548,0.516,0.03808319419641117
44,power,static,RV,,2,0.5500151843287917,0.39348556723857553,-0.006514432761424481,-0.4,0.2919587382550508,0.4,0.3829469470159645,0.023093963471002548,0.366,0.015338039254750835
44,power,static,RV,,3,0.5359279628800737,0.40412222161376293,0.004122221613762892,-0.4,0.318442511998035,0.4,0.35156626861678997,0.023093963471002548,0.43,-0.010895180697503865
44,power,static,RV,,4,0.4751067778498123,0.3930016277235834,-0.006998372276416634,-0.4,0.18043788115450837,0.4,0.26687824590561443,0.023093963471002548,0.242,0.028419619192587012
44,power,static,RV,,5,0.5033796594014467,0.3930059665466329,-0.006994033453367178,-0.4,0.2801528113680256,0.4,0.31354093535369526,0.023093963471002548,0.438,0.021881419926961982
45,power,static,RV,,1,0.5483720401941257,0.3794252524530181,-0.020574747546981898,-0.4,0.38215143103177174,0.4,0.39465508037897745,0.023093963471002548,0.528,0.05051605524607381
45,power,static,RV,,2,0.4456191433694963,0.39904609775720096,-0.0009539022427990354,-0.4,0.12229718079365863,0.4,0.19621751315467875,0.023093963471002548,0.204,0.0029199985492361843
45,power,static,RV,,3,0.5786637431897274,0.380910030750183,-0.019089969249817082,-0.4,0.42340948116981814,0.4,0.43444161774674095,0.023093963471002548,0.524,0.04243015056507298
45,power,static,RV,,4,0.5380072737192279,0.3872079494443286,-0.012792050555671407,-0.4,0.3083767193415314,0.4,0.3715481744103694,0.023093963471002548,0.432,0.031194619793186516
45,power,static,RV,,5,0.49470414386648404,0.39435143704036585,-0.0056485629596341996,-0.4,0.244358620506718,0.4,0.2966419322349446,0.023093963471002548,0.366,0.01610706186633219
46,power,static,RV,,1,0.47497620839469734,0.38549980778904636,-0.014500192210953649,-0.4,0.2159292059586748,0.4,0.2759066689887815,0.023093963471002548,0.366,0.05088427662907659
46,power,static,RV,,2,0.48578991657786624,0.3964935677699506,-0.00350643223004948,-0.4,0.15008768432899708,0.4,0.27996915432963815,0.023093963471002548,0.206,0.013088043072606621
46,power,static,RV,,3,0.4859964956753659,0.37830533208472605,-0.021694667915273996,-0.4,0.28548097674033746,0.4,0.30389984213356575,0.023093963471002548,0.534,0.07031291774426245
46,power,static,RV,,4,0.5570547651185823,0.3844518103387489,-0.015548189661251101,-0.4,0.28985220693903385,0.4,0.4020052308340429,0.023093963471002548,0.282,0.037450367164681767
46,power,static,RV,,5,0.4929937680448642,0.39910806836146767,-0.0008919316385324158,-0.4,0.2234361964884943,0.4,0.2878474309410483,0.023093963471002548,0.384,0.0015061608075016086
47,power,static,RV,,1,0.5255632857445853,0.38945181818496627,-0.010548181815033765,-0.4,0.3423156177758111,0.4,0.35140040671466155,0.023093963471002548,0.52,0.028078253984918197
47,power,static,RV,,2,0.6582526870054165,0.37899545000957013,-0.021004549990429926,-0.4,0.5231148014320599,0.4,0.5378660162784501,0.023093963471002548,0.52,0.03936072859794674
47,power,static,RV,,3,0.5184999993271099,0.38307073793731866,-0.01692926206268136,-0.4,0.3389427134830687,0.4,0.3481741939747179,0.023093963471002548,0.528,0.047266022757441545
47,power,static,RV,,4,0.5302119823448289,0.3815998563142882,-0.018400143685711818,-0.4,0.3404732765259453,0.4,0.3664534035339334,0.023093963471002548,0.53,0.047735548996027444
47,power,static,RV,,5,0.5982106841665837,0.3839940048791851,-0.01600599512081489,-0.4,0.4468269216476121,0.4,0.45808953254107,0.023093963471002548,0.516,0.03479257982123701
48,power,static,RV,,1,0.5550661071459835,0.3718455293376942,-0.02815447066230582,-0.4,0.4087021028005234,0.4,0.4096353848542326,0.023093963471002548,0.532,0.06391171178103625
48,power,static,RV,,2,0.6298299380070688,0.3608559798310033,-0.03914402016899668,-0.4,0.5118375229253509,0.4,0.5139778884896078,0.023093963471002548,0.538,0.07154679983153585
48,power,static,RV,,3,0.5206745650958547,0.3881852406524548,-0.011814759347545188,-0.4,0.30685018791820834,0.4,0.3455712907296249,0.023093963471002548,0.438,0.03244716225501806
48,power,static,RV,,4,0.5144499859742477,0.3723404092353435,-0.02765959076465654,-0.4,0.31226251721188797,0.4,0.3531186875493564,0.023093963471002548,0.454,0.0751585248581464
48,power,static,RV,,5,0.5312239146701355,0.3769216035262768,-0.023078396473723253,-0.4,0.35964716865230356,0.4,0.3723685036800605,0.023093963471002548,0.54,0.058620545282571705
49,power,static,RV,,1,0.5000932763438404,0.38252784563308967,-0.01747215436691038,-0.4,0.31324235227499225,0.4,0.321823128120467,0.023093963471002548,0.52,0.05542886463204263
49,power,static,RV,,2,0.42014993961595704,0.4024094939143837,0.002409493914383704,-0.4,0.05726014808253181,0.4,0.11768787114821573,0.023093963471002548,0.116,-0.022648906678174405
49,power,static,RV,,3,0.5368400033141935,0.381269470147556,-0.018730529852443983,-0.4,0.34572362089106956,0.4,0.37683540329614795,0.023093963471002548,0.456,0.04859344907750723
49,power,static,RV,,4,0.5817085259529751,0.3826848235817096,-0.017315176418290435,-0.4,0.39084949359410437,0.4,0.437593971266595,0.023093963471002548,0.446,0.039713673787528755
